age,income,credit_score,loan_amount,loan_term_months,loan_purpose,employment_type,education_level,debt_to_income_ratio,credit_history_years,previous_loans,interest_rate
31.7,4130.27,502.0,14390.09,12,education,unemployed,associates,1.0,3.6,1,16.08
43.2,39290.52,632.0,12657.94,60,personal,retired,bachelor,0.44,18.0,4,8.82
37.4,34843.14,651.0,269375.19,360,home,retired,bachelor,0.663,19.4,6,6.68
35.9,51265.63,614.0,25194.18,12,medical,self_employed,bachelor,0.774,8.9,1,10.89
44.7,41252.32,523.0,20004.73,24,personal,self_employed,bachelor,0.765,14.5,3,13.99
51.9,45448.1,593.0,79757.79,12,business,self_employed,high_school,1.0,19.2,6,12.48
38.2,17978.29,709.0,32471.41,36,auto,part_time,master,0.936,13.4,4,6.81
23.9,21492.58,548.0,267797.0,180,home,self_employed,master,0.938,0.0,0,11.43
39.2,5084.81,530.0,67845.63,48,business,unemployed,high_school,1.0,12.6,6,16.32
57.5,6956.93,651.0,22039.2,48,business,unemployed,bachelor,0.919,26.1,5,13.98
26.9,24531.88,684.0,62849.82,12,business,retired,master,1.0,4.9,1,8.92
58.3,61184.43,766.0,3472.62,24,medical,retired,phd,0.348,30.6,5,3.88
24.3,4352.21,594.0,223086.44,180,home,unemployed,bachelor,1.0,0.0,0,15.52
40.3,100479.18,469.0,9258.7,36,personal,full_time,master,0.429,11.6,3,10.79
45.6,54050.61,676.0,24619.45,24,personal,full_time,high_school,0.276,21.2,4,5.6
49.9,49702.83,674.0,7350.91,12,medical,part_time,phd,0.359,31.1,8,5.71
44.8,53775.1,713.0,6900.21,60,personal,full_time,associates,0.245,23.1,4,5.45
41.4,5106.16,528.0,23867.56,12,medical,unemployed,associates,1.0,18.3,0,16.21
50.9,43831.56,611.0,1000.0,48,education,part_time,phd,0.15,21.7,5,5.63
41.9,37342.62,772.0,280215.68,300,home,full_time,bachelor,0.425,21.9,4,3.18
37.1,31897.76,662.0,25154.58,60,business,part_time,bachelor,0.561,8.9,2,9.42
32.6,26620.71,761.0,16973.84,36,medical,self_employed,associates,0.572,9.8,0,8.57
27.1,26155.31,634.0,232158.45,180,home,part_time,master,0.909,4.0,0,8.54
57.5,63330.7,579.0,1000.0,48,education,retired,phd,0.298,33.8,5,8.01
40.4,44705.37,613.0,11359.82,12,personal,full_time,bachelor,0.578,11.2,3,9.97
47.5,72734.26,626.0,8427.89,60,personal,full_time,phd,0.357,18.3,4,8.19
24.9,29939.72,826.0,306181.66,180,home,part_time,phd,1.0,1.0,0,6.68
49.7,26777.84,618.0,21509.09,36,medical,part_time,bachelor,0.676,29.2,5,10.12
28.4,3432.05,606.0,1000.0,300,home,unemployed,high_school,0.437,4.2,1,12.63
30.0,3790.31,664.0,60714.85,36,business,unemployed,phd,1.0,12.0,1,14.07
18.0,10500.0,656.0,1000.0,24,business,retired,high_school,0.048,0.0,0,6.5
66.4,7733.75,592.0,19325.05,24,personal,unemployed,master,1.0,40.1,8,16.66
30.6,59209.66,650.0,27713.18,48,personal,full_time,phd,0.492,3.2,0,9.99
61.3,99573.49,766.0,15995.42,60,auto,self_employed,phd,0.278,42.7,11,3.92
29.8,15000.0,594.0,32731.82,36,auto,full_time,associates,0.896,4.9,1,11.39
59.7,78430.88,633.0,30938.93,48,education,self_employed,high_school,0.549,32.4,4,9.1
41.3,41370.12,590.0,23006.56,12,education,part_time,associates,0.739,12.1,3,11.31
49.9,54905.85,579.0,63749.54,60,business,retired,phd,0.425,31.9,9,9.05
39.0,51698.46,737.0,30043.65,72,auto,retired,phd,0.316,4.1,0,5.45
45.8,51287.51,579.0,54132.32,12,business,full_time,master,1.0,25.8,2,11.43
42.5,41249.42,686.0,1000.0,60,education,retired,associates,0.4,14.2,2,5.55
21.2,18059.61,688.0,215632.79,360,home,part_time,associates,0.818,2.2,0,7.02
39.4,28335.17,673.0,27156.69,48,auto,part_time,bachelor,0.487,12.2,0,7.64
37.5,46118.88,669.0,36493.29,12,business,full_time,bachelor,1.0,17.9,3,8.08
62.3,70207.02,728.0,32208.82,24,medical,part_time,phd,0.645,36.4,7,8.69
40.6,51489.98,822.0,13339.0,12,personal,self_employed,associates,0.601,7.4,1,8.98
44.0,3017.94,538.0,18913.35,48,education,unemployed,high_school,1.0,18.5,6,15.67
36.6,48614.29,694.0,18470.68,60,personal,self_employed,associates,0.263,6.0,1,7.85
20.7,29868.27,630.0,18782.52,60,medical,full_time,phd,0.126,0.0,0,6.73
43.9,26430.6,568.0,41791.17,12,business,retired,associates,1.0,16.5,3,11.81
49.0,40396.73,584.0,27262.38,36,auto,part_time,phd,0.693,18.2,4,11.12
21.5,23941.64,713.0,176708.98,300,home,retired,high_school,0.295,0.0,0,4.7
33.0,34780.83,825.0,30253.57,36,business,self_employed,associates,0.422,8.1,2,7.29
27.6,3674.32,755.0,22279.7,60,education,unemployed,phd,1.0,4.4,0,12.7
27.3,52352.85,821.0,31530.3,60,auto,full_time,phd,0.307,3.5,0,5.18
24.7,14258.79,643.0,31934.42,60,education,part_time,phd,0.622,0.0,0,10.24
39.8,57659.42,713.0,58175.54,36,business,full_time,phd,0.791,21.2,8,7.85
33.1,47315.75,745.0,15152.27,48,medical,full_time,bachelor,0.326,1.1,1,5.88
18.0,64113.6,701.0,177842.64,300,home,self_employed,master,0.62,0.0,0,8.37
55.0,58925.42,706.0,28802.29,48,personal,self_employed,master,0.272,25.0,3,6.84
18.0,21068.52,611.0,23877.24,60,auto,part_time,high_school,0.401,0.0,0,9.03
32.3,26207.76,612.0,21050.29,48,personal,self_employed,phd,0.438,0.0,0,10.88
57.0,65385.99,547.0,21821.69,72,auto,full_time,associates,0.378,27.9,6,9.49
34.8,4627.84,618.0,22159.44,48,medical,unemployed,bachelor,1.0,9.0,3,14.73
46.1,49751.48,629.0,396875.73,240,home,self_employed,associates,0.84,17.3,10,8.69
33.4,34550.21,576.0,6440.46,60,medical,self_employed,high_school,0.18,0.0,0,10.51
63.9,77732.48,620.0,12822.76,60,education,part_time,phd,0.518,41.0,11,8.97
20.9,24903.92,704.0,18433.85,48,auto,part_time,high_school,0.351,0.0,0,5.97
42.6,44342.93,773.0,283154.27,360,home,part_time,high_school,0.531,13.0,4,6.24
46.2,68536.54,617.0,10739.15,24,medical,self_employed,high_school,0.663,20.4,1,10.6
39.2,45229.43,785.0,34168.96,60,business,self_employed,master,0.282,11.9,1,4.7
47.4,64012.5,745.0,26187.87,12,medical,full_time,phd,0.826,21.3,4,8.99
21.5,15000.0,646.0,67080.18,60,business,self_employed,bachelor,1.0,0.0,0,10.43
28.7,28711.03,779.0,66820.42,60,business,part_time,phd,0.857,0.0,0,8.21
25.8,63549.15,593.0,8628.16,24,personal,self_employed,associates,0.147,1.2,0,11.02
51.5,85458.03,682.0,13826.95,12,personal,full_time,master,0.814,31.3,3,8.59
35.1,82758.72,739.0,1000.0,48,auto,full_time,phd,0.486,15.5,4,7.02
29.2,24130.93,636.0,4046.18,24,medical,part_time,bachelor,0.318,7.1,5,8.65
63.9,5722.4,625.0,38336.26,12,education,unemployed,master,1.0,39.0,9,14.06
18.0,2419.27,689.0,29632.24,48,auto,unemployed,high_school,1.0,0.0,0,13.43
51.1,52593.33,547.0,19104.93,60,auto,full_time,associates,0.422,32.3,7,9.07
52.7,75353.47,591.0,25005.66,36,medical,self_employed,associates,0.455,21.6,5,12.28
36.9,5394.2,608.0,19699.15,48,personal,unemployed,phd,1.0,17.8,3,14.59
37.9,35241.13,568.0,34646.55,36,business,part_time,master,0.863,16.6,5,12.29
32.6,33717.49,521.0,1836.36,60,business,retired,associates,0.201,8.6,0,8.42
26.9,26892.59,580.0,12915.13,36,education,full_time,high_school,0.237,2.4,0,8.39
53.3,50179.48,833.0,1000.0,36,education,retired,associates,0.326,21.6,3,3.51
52.1,73488.16,830.0,70090.53,12,business,full_time,master,1.0,17.7,2,5.75
39.3,61057.91,664.0,10495.35,36,medical,self_employed,master,0.215,19.9,5,6.52
53.2,58141.76,523.0,29948.22,36,medical,self_employed,master,0.263,29.1,6,8.98
29.6,11151.26,520.0,3205.66,24,education,part_time,bachelor,0.288,0.0,0,9.4
44.3,39831.21,744.0,47649.86,36,business,retired,high_school,0.582,26.3,6,8.16
59.6,43830.17,612.0,5332.14,48,medical,full_time,bachelor,0.392,29.0,4,8.22
42.3,42299.59,603.0,49228.43,48,business,self_employed,master,0.409,24.3,5,8.8
39.1,70026.98,643.0,21114.64,60,education,full_time,phd,0.419,11.2,2,7.46
42.2,26388.99,673.0,14126.46,24,medical,self_employed,bachelor,0.738,13.8,6,9.37
50.6,7751.62,640.0,19444.42,36,medical,unemployed,associates,1.0,30.1,3,14.61
34.2,27915.1,699.0,37204.3,48,auto,self_employed,associates,0.771,16.2,3,7.96
46.8,62131.46,508.0,29449.45,24,business,full_time,master,0.806,23.9,0,12.08
30.5,34794.14,802.0,28351.61,60,auto,retired,master,0.409,0.0,0,5.59
42.8,26424.96,503.0,8195.48,24,personal,part_time,high_school,0.673,24.8,3,12.26
56.9,8418.59,694.0,1279.25,36,personal,unemployed,master,0.452,31.8,6,13.9
21.2,18339.65,599.0,16462.41,48,personal,retired,master,0.693,0.0,0,13.3
44.6,2496.6,479.0,50301.1,180,home,unemployed,high_school,1.0,10.3,1,14.94
45.3,39820.88,498.0,13102.85,12,education,part_time,phd,0.678,24.3,5,11.78
47.6,45847.55,557.0,11797.3,48,personal,retired,phd,0.319,23.5,3,8.84
55.0,22563.83,602.0,31084.8,48,auto,part_time,high_school,0.636,29.6,5,9.24
46.1,6619.32,544.0,18610.94,48,education,unemployed,master,0.957,19.2,2,15.18
22.3,15000.0,536.0,2437.39,24,medical,self_employed,bachelor,0.432,0.0,0,11.53
28.2,1500.0,732.0,6997.84,24,personal,unemployed,high_school,1.0,0.0,0,14.99
41.7,48442.01,627.0,367817.99,360,home,full_time,master,0.542,15.8,0,6.93
39.8,30262.12,706.0,20225.08,48,auto,part_time,master,0.316,21.8,2,5.13
38.5,66931.04,605.0,34341.41,72,auto,full_time,phd,0.451,11.9,4,9.5
64.1,11122.22,741.0,73094.63,48,business,unemployed,phd,1.0,46.1,4,12.89
40.9,45649.55,525.0,125883.73,240,home,full_time,phd,0.559,22.9,6,9.86
18.0,44204.62,645.0,22855.34,60,personal,full_time,master,0.462,0.0,0,11.1
42.4,76553.78,692.0,17305.32,12,medical,full_time,bachelor,0.337,17.2,1,6.73
45.1,24558.4,557.0,9068.04,36,medical,part_time,bachelor,0.573,24.5,4,11.44
36.7,29206.44,662.0,144720.91,360,home,part_time,master,0.376,18.7,2,5.54
30.3,36315.39,605.0,19087.23,24,personal,retired,associates,0.469,0.0,0,11.32
38.8,56942.01,738.0,12136.26,36,personal,full_time,high_school,0.423,11.9,0,7.52
55.2,73700.68,661.0,9953.09,60,education,retired,phd,0.197,33.7,4,3.69
49.5,6408.64,653.0,12473.94,24,medical,unemployed,master,1.0,21.1,5,13.49
43.5,4334.43,660.0,20315.63,24,personal,unemployed,master,1.0,19.6,6,13.53
29.4,2861.02,555.0,151828.29,240,home,unemployed,bachelor,1.0,8.7,1,15.24
55.8,46494.61,663.0,29733.37,36,auto,part_time,bachelor,0.509,33.4,5,7.74
33.6,14925.06,669.0,24174.86,36,auto,retired,associates,0.584,4.4,0,8.87
58.6,58624.05,664.0,1318.58,36,business,full_time,master,0.007,30.0,9,4.8
41.2,32906.0,548.0,239849.88,180,home,retired,associates,0.675,23.2,4,8.38
48.2,48218.64,459.0,265984.96,180,home,full_time,high_school,0.5,18.0,5,9.02
66.8,9280.17,701.0,75313.7,12,business,unemployed,phd,1.0,38.4,8,12.62
42.9,61194.4,759.0,72681.43,24,business,self_employed,associates,0.819,21.9,6,8.08
32.9,61281.78,702.0,1000.0,48,personal,full_time,bachelor,0.349,5.9,1,6.77
51.3,41714.33,785.0,13570.34,60,personal,retired,high_school,0.459,30.4,4,7.99
26.5,9000.0,709.0,51525.16,12,business,part_time,associates,1.0,4.3,1,8.51
34.1,28374.28,585.0,125914.58,300,home,retired,associates,0.643,0.0,0,10.17
42.7,75215.8,594.0,10829.86,24,business,full_time,high_school,0.243,21.2,5,8.76
22.7,21427.74,756.0,17115.84,60,personal,part_time,associates,0.484,0.0,0,9.21
24.8,33315.92,629.0,11132.25,48,medical,self_employed,bachelor,0.486,0.0,0,11.12
24.9,26769.58,712.0,163897.95,360,home,part_time,master,0.625,0.0,0,5.94
39.4,4874.82,623.0,17025.48,24,personal,unemployed,bachelor,1.0,21.4,9,15.17
43.7,45479.18,586.0,4524.62,12,medical,full_time,high_school,0.462,11.8,2,12.14
36.1,27993.6,674.0,26795.86,48,medical,retired,high_school,0.601,7.6,1,8.19
32.1,47060.59,613.0,6534.83,12,education,full_time,bachelor,0.262,14.1,4,5.22
54.5,59467.87,712.0,27991.55,24,medical,self_employed,high_school,0.51,34.8,6,8.69
28.4,49165.87,713.0,1000.0,48,personal,self_employed,phd,0.383,0.7,1,8.9
23.9,21966.37,709.0,25328.63,36,auto,full_time,high_school,0.627,0.0,0,8.24
45.3,64346.31,762.0,22763.7,36,medical,self_employed,master,0.48,20.6,7,7.21
44.7,75543.78,779.0,218033.87,180,home,full_time,phd,0.291,14.9,1,2.0
26.0,35083.01,539.0,25768.83,24,medical,part_time,high_school,0.845,5.5,1,11.66
50.9,71700.38,649.0,13287.65,60,business,self_employed,master,0.037,20.7,2,8.26
18.0,42968.11,680.0,29719.29,36,personal,full_time,master,0.702,0.0,0,10.71
54.5,55444.3,631.0,62351.75,48,business,full_time,bachelor,0.429,28.3,6,8.2
35.7,59169.14,399.0,36510.49,48,business,self_employed,phd,0.569,8.7,0,13.61
32.2,27445.56,699.0,124747.79,240,home,part_time,phd,0.55,5.1,0,7.08
35.8,34213.24,491.0,377729.48,360,home,part_time,high_school,0.741,10.6,2,9.89
31.3,5375.2,689.0,5233.22,48,education,unemployed,associates,0.918,7.7,3,12.9
36.6,44058.35,616.0,30432.0,36,business,retired,bachelor,0.816,11.0,4,9.77
40.1,54446.38,617.0,16540.95,24,medical,full_time,associates,0.43,14.6,5,8.09
35.8,6004.41,720.0,192062.39,360,home,unemployed,phd,1.0,10.3,1,11.52
36.9,77611.28,679.0,114054.03,300,home,full_time,phd,0.461,10.4,2,6.71
26.4,33027.66,598.0,10756.73,60,medical,full_time,master,0.581,1.1,0,12.44
49.7,52468.86,761.0,43701.39,60,auto,retired,associates,0.392,21.1,1,5.29
48.5,48359.08,810.0,15090.96,60,medical,retired,associates,0.426,18.6,1,6.77
36.0,3974.59,586.0,9840.83,24,medical,unemployed,high_school,1.0,8.3,3,16.12
54.1,111701.78,580.0,5160.94,48,medical,self_employed,phd,0.191,26.8,2,9.11
27.3,28415.56,679.0,1000.0,12,education,retired,bachelor,0.264,0.7,2,5.26
37.0,16969.82,588.0,5952.1,48,education,part_time,high_school,0.369,6.7,1,9.62
29.6,36603.42,679.0,193014.81,360,home,part_time,phd,0.356,6.5,4,5.05
25.5,33479.17,510.0,20697.49,36,personal,part_time,master,0.546,0.0,0,13.7
45.0,22400.89,746.0,25721.38,72,auto,retired,high_school,0.839,24.0,2,7.42
39.1,32314.8,604.0,203014.07,360,home,part_time,phd,0.526,11.8,5,8.68
56.4,69070.71,793.0,51601.53,12,business,retired,phd,1.0,28.0,5,7.05
37.3,6865.73,581.0,28747.52,12,personal,unemployed,phd,1.0,18.5,2,16.97
52.3,94674.64,687.0,510338.44,360,home,full_time,phd,0.444,26.8,4,4.26
50.2,89677.25,748.0,12757.74,60,education,full_time,phd,0.121,27.3,8,3.76
40.4,37030.65,635.0,11083.71,60,education,full_time,high_school,0.345,13.2,3,6.16
42.2,39186.84,759.0,10479.73,24,education,retired,master,0.135,13.7,3,2.84
40.3,78644.8,682.0,19730.78,12,personal,self_employed,phd,0.522,18.3,2,10.29
26.2,3260.77,348.0,10278.22,60,personal,unemployed,bachelor,0.918,4.0,3,16.91
39.3,16795.53,530.0,44385.03,36,business,retired,associates,1.0,16.2,1,11.91
33.5,59618.94,559.0,259305.41,240,home,full_time,phd,0.459,12.6,2,9.08
20.3,37394.59,474.0,25632.58,36,personal,self_employed,high_school,0.826,0.0,0,14.53
44.2,32248.77,606.0,20235.83,12,personal,retired,associates,0.921,6.2,2,10.58
41.5,40849.44,641.0,15118.69,24,business,part_time,high_school,0.461,14.2,4,10.91
26.3,43444.69,646.0,2875.79,60,personal,full_time,phd,0.306,0.0,0,9.21
35.1,31403.99,543.0,223656.89,360,home,part_time,bachelor,0.475,6.2,5,11.62
35.8,4457.94,687.0,17315.73,60,auto,unemployed,bachelor,1.0,13.3,5,12.87
62.5,6083.03,656.0,330547.29,180,home,unemployed,high_school,1.0,42.5,8,11.39
43.5,7413.05,665.0,7399.16,60,medical,unemployed,phd,0.317,20.5,6,11.64
46.3,40373.78,623.0,84798.87,12,business,part_time,associates,1.0,13.9,4,9.82
54.1,79522.45,724.0,19068.28,48,education,full_time,associates,0.423,19.0,2,6.41
48.7,5710.03,419.0,10714.5,24,education,unemployed,associates,1.0,21.1,2,16.11
32.9,29007.51,596.0,18748.19,24,medical,part_time,associates,0.806,4.3,1,12.58
45.6,6038.85,703.0,10152.08,60,medical,unemployed,high_school,0.495,19.0,3,12.52
68.0,94435.5,705.0,21939.16,48,education,self_employed,associates,0.113,50.0,6,5.47
21.1,21446.21,573.0,17447.36,24,medical,retired,phd,0.679,0.0,0,13.06
49.2,7113.5,654.0,30680.06,36,personal,unemployed,master,1.0,22.8,4,15.29
18.1,11441.59,571.0,50083.06,72,auto,part_time,phd,1.0,0.1,0,11.33
58.0,53903.8,669.0,11818.79,60,personal,retired,associates,0.452,32.2,6,10.15
18.0,26353.82,694.0,24175.7,24,medical,retired,master,0.749,0.0,0,9.99
57.9,39231.57,671.0,28428.59,36,education,part_time,bachelor,0.242,29.4,6,4.02
45.8,44269.29,732.0,17622.99,24,medical,part_time,master,0.199,23.3,3,4.77
18.0,23929.27,575.0,2847.16,36,medical,retired,associates,0.343,0.0,0,10.49
57.4,58258.07,778.0,26004.73,48,education,self_employed,high_school,0.424,39.4,7,5.09
56.1,48765.43,613.0,24763.77,48,medical,retired,associates,0.431,31.8,11,7.7
42.4,68558.29,751.0,53092.19,12,business,self_employed,associates,1.0,12.4,1,7.59
18.3,15000.0,693.0,274139.41,360,home,full_time,associates,0.866,0.0,0,7.3
45.5,62823.69,566.0,1000.0,12,medical,full_time,bachelor,0.163,19.8,5,8.98
40.8,41450.67,566.0,22733.22,60,auto,self_employed,bachelor,0.509,11.3,3,11.65
37.7,48418.57,683.0,42981.79,300,home,part_time,master,0.565,14.1,6,7.51
19.1,22699.55,627.0,272541.88,300,home,retired,bachelor,0.752,0.0,0,8.4
27.0,15000.0,683.0,19632.49,60,education,full_time,phd,0.632,8.5,1,7.37
35.8,24636.89,628.0,31651.85,24,business,retired,bachelor,0.667,8.6,1,9.87
53.3,85863.61,750.0,2591.79,12,medical,self_employed,associates,0.556,35.3,9,8.01
33.8,4711.36,620.0,33135.13,36,business,unemployed,phd,1.0,9.9,2,15.67
32.3,64233.19,656.0,271428.4,300,home,full_time,associates,0.641,0.0,0,7.43
57.1,42513.61,568.0,64843.56,24,business,retired,bachelor,1.0,30.5,5,11.04
30.1,33785.59,850.0,23799.07,60,education,retired,master,0.427,5.3,1,5.5
26.6,31478.56,618.0,16605.55,48,personal,part_time,bachelor,0.378,5.1,1,10.21
24.3,39220.38,708.0,20418.41,48,auto,full_time,bachelor,0.612,4.8,1,7.96
56.3,77759.58,601.0,57556.41,12,business,full_time,associates,0.74,27.5,7,8.63
48.9,71519.22,678.0,12102.63,36,education,self_employed,phd,0.321,18.9,4,6.06
40.5,38342.33,639.0,12200.92,36,education,part_time,bachelor,0.379,11.9,3,7.21
37.0,40258.56,673.0,1000.0,24,business,self_employed,high_school,0.468,15.2,4,9.08
62.9,45565.59,653.0,11351.41,60,personal,part_time,high_school,0.511,38.8,8,9.99
34.0,37480.45,672.0,16071.54,36,medical,retired,high_school,0.351,6.5,2,6.54
50.0,40461.26,742.0,14189.2,36,education,retired,phd,0.229,20.8,4,4.5
33.1,32493.06,775.0,22876.74,24,education,self_employed,high_school,0.771,12.1,3,7.13
46.9,26014.42,570.0,79918.1,240,home,retired,bachelor,0.645,9.2,2,10.38
24.2,21741.64,670.0,17346.53,48,education,retired,phd,0.43,0.4,0,6.85
25.6,21204.15,565.0,25464.61,48,auto,self_employed,high_school,0.612,7.6,0,11.6
61.6,64327.62,679.0,18050.81,36,personal,self_employed,master,0.4,35.7,8,8.51
24.0,22246.03,430.0,12592.52,48,education,retired,bachelor,0.538,2.7,0,11.97
41.4,51652.17,606.0,312575.68,300,home,full_time,associates,0.561,15.2,5,7.23
52.4,44673.32,712.0,16656.77,60,medical,part_time,phd,0.232,26.9,4,5.51
42.2,36543.57,644.0,163194.17,300,home,part_time,associates,0.417,14.1,2,6.79
23.1,38814.17,705.0,88352.33,36,business,full_time,phd,1.0,0.0,0,9.19
54.0,66395.4,773.0,418481.03,300,home,self_employed,associates,0.471,24.5,3,5.61
20.7,35971.78,592.0,90761.23,48,business,retired,associates,0.631,0.0,0,11.55
56.2,85777.58,508.0,21926.89,24,medical,self_employed,high_school,0.588,32.9,12,12.79
33.1,20786.9,582.0,221920.42,180,home,retired,master,1.0,8.9,1,10.07
36.0,38779.59,767.0,20638.32,12,education,retired,bachelor,0.954,12.4,3,5.35
60.1,44750.52,755.0,15757.45,24,medical,part_time,high_school,0.355,34.8,3,5.4
46.2,90908.37,539.0,30881.38,72,auto,full_time,phd,0.16,21.2,7,7.54
38.2,37707.33,685.0,83249.92,360,home,part_time,high_school,0.353,20.2,3,4.47
46.0,61506.82,729.0,216969.32,180,home,full_time,master,0.607,17.2,4,5.49
18.0,9000.0,630.0,26245.75,60,personal,part_time,high_school,1.0,0.0,0,11.6
37.5,40769.03,579.0,15226.17,60,auto,retired,high_school,0.201,17.9,5,7.48
34.8,1784.25,502.0,16602.3,48,business,unemployed,phd,1.0,13.2,4,16.49
48.5,79222.43,694.0,355835.0,360,home,self_employed,phd,0.549,20.0,3,7.36
39.1,33653.32,846.0,237085.19,180,home,retired,high_school,0.47,11.4,2,5.56
18.0,15000.0,625.0,23875.04,12,medical,full_time,associates,1.0,0.0,0,10.39
34.4,47805.02,726.0,146284.05,300,home,retired,master,0.539,10.7,3,6.37
55.9,55683.07,604.0,220083.97,300,home,retired,master,0.405,34.0,8,6.13
55.6,7005.78,506.0,49809.98,12,business,unemployed,phd,1.0,36.7,4,16.19
57.1,54769.9,703.0,18648.32,24,education,part_time,phd,0.559,30.0,6,6.23
38.1,4184.59,798.0,8895.15,36,education,unemployed,bachelor,1.0,11.2,1,11.22
51.0,86480.09,850.0,17004.11,36,medical,self_employed,bachelor,0.266,28.3,6,4.87
50.3,48040.97,751.0,25998.22,24,education,retired,high_school,0.565,32.2,3,6.13
50.8,65975.87,627.0,130447.93,360,home,full_time,high_school,0.238,26.2,6,3.61
43.3,24280.77,799.0,152915.02,300,home,retired,associates,0.65,22.1,4,4.64
32.0,30439.19,621.0,25714.25,72,auto,self_employed,bachelor,0.409,14.0,2,8.61
30.7,30631.34,659.0,24227.78,48,auto,part_time,associates,0.692,7.7,1,8.84
52.5,50943.2,813.0,28080.06,24,personal,retired,bachelor,0.642,23.3,10,7.25
51.8,19860.74,616.0,7482.52,60,medical,part_time,high_school,0.437,26.7,3,8.37
59.4,53765.83,651.0,20237.31,60,business,retired,high_school,0.25,32.0,2,6.15
31.3,52130.95,588.0,21800.29,12,medical,self_employed,high_school,0.749,6.0,0,12.06
29.0,43870.96,574.0,39980.84,72,auto,full_time,master,0.312,4.9,0,9.66
33.3,52155.24,785.0,34684.99,48,auto,self_employed,master,0.544,5.9,2,7.9
42.0,63759.93,630.0,21270.22,12,education,self_employed,high_school,0.75,15.5,4,9.19
42.1,26694.14,673.0,73181.85,48,business,self_employed,bachelor,0.974,24.1,3,9.04
23.1,19918.87,622.0,24828.58,36,medical,retired,master,1.0,4.8,1,10.11
61.4,39955.13,544.0,10990.58,60,education,part_time,associates,0.469,39.9,11,11.66
38.2,48107.75,672.0,88522.41,24,business,self_employed,master,1.0,8.4,3,8.73
36.2,35409.19,588.0,25850.46,48,auto,self_employed,high_school,0.447,9.8,3,10.11
37.0,63170.66,656.0,16843.68,24,personal,self_employed,phd,0.534,13.5,2,9.88
21.0,2793.23,515.0,11713.47,48,business,unemployed,master,1.0,0.0,0,17.29
44.5,55977.6,569.0,49493.51,60,business,self_employed,master,0.318,22.0,3,9.37
35.0,23566.31,645.0,10482.38,60,medical,part_time,high_school,0.262,17.0,3,7.15
44.7,39251.69,661.0,15601.33,48,auto,self_employed,high_school,0.241,11.6,0,5.9
29.0,60098.29,585.0,13913.02,12,medical,full_time,master,0.575,10.7,6,11.28
38.4,49170.96,710.0,10668.33,12,medical,retired,high_school,0.58,7.0,1,8.39
37.7,36408.2,708.0,36193.57,60,business,retired,associates,0.435,12.5,1,6.92
42.7,61040.54,543.0,4719.03,36,education,full_time,bachelor,0.151,18.2,4,7.26
40.0,29373.15,563.0,33417.48,24,business,retired,associates,0.753,18.3,4,12.49
40.0,3469.3,664.0,41321.52,60,auto,unemployed,master,1.0,14.0,2,12.44
36.1,4411.76,562.0,8934.69,60,education,unemployed,bachelor,0.671,12.0,2,16.03
43.5,5543.97,635.0,12906.71,60,personal,unemployed,high_school,0.759,16.5,1,15.63
48.8,29845.42,634.0,12134.42,24,education,part_time,high_school,0.49,22.2,4,8.36
43.2,34480.58,512.0,72770.39,24,business,part_time,associates,1.0,25.2,4,11.68
47.1,48759.86,850.0,5347.35,24,education,retired,bachelor,0.368,18.7,5,3.41
37.0,67677.29,706.0,390578.82,240,home,self_employed,phd,0.605,11.5,2,7.48
50.3,50357.06,684.0,279523.42,300,home,part_time,phd,0.222,26.9,9,4.74
46.7,44012.04,673.0,151652.19,240,home,part_time,master,0.468,18.2,2,6.88
27.3,15000.0,648.0,50804.89,48,business,self_employed,associates,1.0,4.8,1,11.67
36.9,86906.05,701.0,114762.08,300,home,full_time,phd,0.48,11.4,2,6.43
43.7,52328.37,758.0,11348.04,36,medical,retired,high_school,0.103,25.6,2,4.02
51.2,58050.61,685.0,16769.96,60,education,retired,master,0.185,30.0,8,4.99
29.2,3617.66,584.0,9917.56,48,medical,unemployed,bachelor,1.0,2.6,0,17.25
37.8,44178.9,660.0,10566.91,12,medical,retired,master,0.425,13.3,1,6.83
43.1,70456.97,708.0,76604.65,24,business,self_employed,associates,0.833,18.8,7,8.9
51.5,6101.08,568.0,12354.43,36,personal,unemployed,associates,0.675,24.9,7,16.64
47.6,6674.39,528.0,21032.11,12,education,unemployed,phd,1.0,10.8,4,15.48
41.1,29449.21,524.0,108142.85,24,business,part_time,associates,1.0,9.3,3,11.59
48.3,75182.71,750.0,12554.94,36,education,full_time,bachelor,0.363,25.3,5,4.02
32.4,47131.06,732.0,9507.98,48,auto,part_time,bachelor,0.576,13.4,4,7.56
51.3,55660.84,712.0,1694.12,12,medical,retired,master,0.651,18.1,4,8.41
30.1,5090.52,594.0,24280.66,12,personal,unemployed,bachelor,1.0,2.2,1,18.04
40.2,6611.2,597.0,53457.2,24,business,unemployed,phd,1.0,18.4,5,16.12
43.8,22179.44,734.0,1000.0,48,medical,part_time,associates,0.298,24.5,7,5.32
28.3,31713.81,678.0,374813.56,240,home,part_time,high_school,1.0,1.6,0,6.91
50.1,43304.96,541.0,4320.41,48,auto,retired,associates,0.156,31.1,3,8.45
34.3,70328.18,581.0,18139.5,24,education,full_time,associates,0.693,13.2,4,10.13
45.8,32803.4,525.0,18673.29,24,personal,part_time,high_school,0.42,25.5,6,10.86
46.3,4780.4,577.0,20439.42,60,education,unemployed,associates,0.986,17.6,6,15.99
